Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,35.900002,36.799999,35.119999,35.840000,35.840000,4697100
2022-08-03,36.220001,38.009998,36.000000,37.930000,37.930000,5186500
2022-08-04,38.340000,39.889999,37.889999,38.360001,38.360001,5421500
2022-08-05,37.369999,40.430000,36.560001,40.020000,40.020000,8124200
2022-08-08,41.290001,47.990002,40.750000,43.450001,43.450001,17987100
2022-08-09,42.139999,43.189999,39.000000,40.369999,40.369999,6954200
2022-08-10,42.000000,42.000000,38.630001,40.529999,40.529999,5434700
2022-08-11,40.910000,41.970001,39.349998,39.450001,39.450001,5140500
2022-08-12,40.000000,41.430000,39.150002,40.740002,40.740002,5120000
2022-08-15,39.750000,40.389999,38.810001,39.680000,39.680000,5243100
2022-08-16,39.169998,45.529999,38.599998,42.189999,42.189999,23602800
2022-08-17,42.180000,44.360001,40.410000,40.520000,40.520000,9766400
2022-08-18,39.270000,40.070000,37.340000,37.930000,37.930000,8145400
2022-08-19,35.180000,37.189999,34.669998,36.490002,36.490002,9551900
2022-08-22,34.310001,36.200001,34.200001,34.500000,34.500000,5798600
2022-08-23,34.700001,34.990002,33.450001,33.529999,33.529999,4836300
2022-08-24,34.000000,34.939999,32.439999,32.500000,32.500000,5620300
2022-08-25,32.840000,32.889999,31.500000,31.959999,31.959999,4726300
2022-08-26,31.500000,32.380001,30.629999,30.940001,30.940001,4297300
2022-08-29,30.480000,32.750000,30.379999,31.549999,31.549999,4292700
2022-08-30,31.620001,31.870001,29.420000,29.840000,29.840000,5060200
2022-08-31,29.250000,29.959999,28.260000,28.639999,28.639999,5157000
2022-09-01,28.000000,28.910000,26.950001,27.629999,27.629999,5293900
2022-09-02,28.260000,28.740000,26.930000,27.360001,27.360001,4680100
2022-09-06,25.750000,26.719999,24.670000,25.139999,25.139999,7010200
2022-09-07,24.730000,25.190001,23.420000,24.040001,24.040001,12504700
2022-09-08,25.000000,26.740000,24.070000,25.830000,25.830000,14142200
2022-09-09,26.299999,29.080000,26.100000,28.920000,28.920000,7899800
2022-09-12,29.030001,30.340000,28.000000,29.240000,29.240000,6175200
2022-09-13,27.400000,28.610001,27.320000,27.850000,27.850000,3657200
2022-09-14,27.559999,28.450001,26.650000,28.129999,28.129999,3605800
2022-09-15,27.860001,29.070000,27.860001,28.610001,28.610001,3329500
2022-09-16,28.330000,28.799999,27.780001,28.639999,28.639999,4656000
2022-09-19,28.340000,29.650000,28.150000,28.959999,28.959999,3404000
2022-09-20,29.280001,29.330000,27.180000,27.540001,27.540001,3145900
2022-09-21,27.450001,28.990000,26.770000,26.860001,26.860001,3859200
2022-09-22,27.170000,27.270000,24.379999,24.700001,24.700001,4346500
2022-09-23,24.150000,25.150000,24.059999,25.040001,25.040001,3622400
2022-09-26,24.660000,25.870001,24.120001,24.480000,24.480000,3440300
2022-09-27,25.469999,26.389999,25.129999,26.129999,26.129999,4487200
2022-09-28,25.889999,27.500000,25.620001,27.309999,27.309999,2630100
2022-09-29,27.080000,27.690001,24.690001,25.459999,25.459999,4118200
2022-09-30,25.030001,25.820000,24.440001,25.129999,25.129999,3148300
2022-10-03,25.139999,25.629999,24.209999,25.379999,25.379999,2653900
2022-10-04,25.950001,27.830000,25.950001,27.600000,27.600000,4581900
2022-10-05,26.770000,26.980000,25.430000,26.389999,26.389999,2986400
2022-10-06,26.290001,27.000000,25.799999,25.990000,25.990000,2418700
2022-10-07,25.840000,25.840000,24.420000,25.350000,25.350000,3270600
2022-10-10,25.370001,26.500000,24.750000,25.000000,25.000000,2917600
2022-10-11,24.870001,26.299999,23.950001,25.270000,25.270000,4195900
2022-10-12,25.959999,26.889999,25.270000,25.360001,25.360001,3284400
2022-10-13,24.420000,26.590000,23.910000,25.559999,25.559999,3516200
2022-10-14,25.770000,26.370001,24.629999,24.629999,24.629999,2773500
2022-10-17,25.370001,26.410000,25.240000,25.959999,25.959999,3172200
2022-10-18,27.100000,27.740000,26.129999,26.670000,26.670000,4402600
2022-10-19,26.000000,26.180000,24.270000,24.540001,24.540001,5318400
2022-10-20,24.650000,25.450001,24.070000,24.410000,24.410000,5148600
2022-10-21,24.150000,25.330000,24.100000,25.299999,25.299999,3036300
2022-10-24,25.000000,25.190001,24.110001,24.709999,24.709999,3114300
2022-10-25,24.820000,27.790001,24.799999,26.870001,26.870001,7791600
2022-10-26,26.370001,27.480000,25.320000,25.420000,25.420000,3858200
2022-10-27,25.750000,26.330000,25.200001,25.930000,25.930000,2422900
2022-10-28,26.879999,28.790001,26.420000,28.170000,28.170000,8089600
2022-10-31,31.219999,34.990002,27.910000,28.309999,28.309999,24027600
2022-11-01,29.400000,29.690001,27.620001,28.389999,28.389999,5147500
2022-11-02,27.900000,28.750000,26.500000,26.620001,26.620001,4143900
2022-11-03,26.000000,27.290001,26.000000,26.290001,26.290001,3384400
2022-11-04,26.600000,27.030001,25.340000,26.510000,26.510000,4138000
2022-11-07,26.250000,26.299999,24.799999,25.760000,25.760000,3303600
2022-11-08,25.330000,25.850000,24.110001,25.139999,25.139999,4695100
2022-11-09,24.549999,24.670000,21.889999,23.110001,23.110001,8464800
2022-11-10,24.620001,25.700001,23.910000,24.879999,24.879999,6107000
2022-11-11,24.780001,26.120001,24.150000,26.100000,26.100000,3986200
2022-11-14,26.299999,27.379999,25.610001,26.049999,26.049999,4352200
2022-11-15,26.590000,28.240000,26.270000,27.590000,27.590000,5392000
2022-11-16,26.620001,27.350000,26.370001,27.139999,27.139999,2452300
2022-11-17,26.299999,27.760000,26.150000,27.760000,27.760000,2477700
2022-11-18,28.160000,28.700001,26.830000,27.600000,27.600000,3087400
2022-11-21,26.660000,27.830000,24.860001,25.160000,25.160000,4443300
2022-11-22,25.129999,26.450001,24.700001,26.299999,26.299999,4240400
2022-11-23,25.920000,27.139999,25.920000,26.700001,26.700001,2737500
2022-11-25,26.500000,27.049999,26.139999,26.170000,26.170000,1122700
2022-11-28,25.790001,26.440001,25.209999,25.290001,25.290001,2440900
2022-11-29,25.580000,26.350000,25.320000,25.600000,25.600000,2029500
2022-11-30,25.900000,26.230000,24.910000,26.209999,26.209999,3731100
2022-12-01,26.000000,27.500000,25.180000,26.600000,26.600000,7615200
2022-12-02,26.250000,27.870001,26.110001,27.520000,27.520000,4577200
2022-12-05,27.309999,27.480000,25.440001,25.559999,25.559999,4973700
2022-12-06,25.410000,25.580000,23.110001,23.389999,23.389999,7699300
2022-12-07,23.400000,23.610001,21.969999,22.260000,22.260000,10078200
2022-12-08,22.000000,25.000000,21.969999,24.790001,24.790001,10252000
2022-12-09,24.590000,24.590000,22.590000,22.629999,22.629999,5326700
2022-12-12,22.660000,23.150000,22.180000,22.670000,22.670000,3750800
2022-12-13,23.549999,23.700001,20.830000,21.000000,21.000000,6305600
2022-12-14,21.190001,22.000000,21.010000,21.049999,21.049999,4604800
2022-12-15,20.740000,21.440001,20.240000,20.580000,20.580000,6444500
2022-12-16,20.480000,21.120001,20.010000,20.799999,20.799999,9379700
2022-12-19,20.549999,20.889999,19.590000,19.920000,19.920000,3700600
2022-12-20,19.860001,21.320000,19.620001,20.260000,20.260000,4479000
2022-12-21,20.400000,20.900000,20.180000,20.559999,20.559999,2793600
2022-12-22,20.500000,20.500000,18.500000,19.809999,19.809999,5343100
2022-12-23,20.000000,20.629999,19.650000,20.080000,20.080000,3174800
2022-12-27,19.910000,19.990000,18.000000,18.200001,18.200001,4233000
2022-12-28,18.290001,18.700001,16.980000,17.920000,17.920000,5672000
2022-12-29,18.120001,18.570000,17.750000,18.330000,18.330000,3442800
2022-12-30,17.950001,18.580000,17.900000,18.459999,18.459999,2669500
2023-01-03,18.639999,19.260000,17.090000,17.200001,17.200001,5135200
2023-01-04,17.250000,17.930000,16.900000,17.320000,17.320000,3939300
2023-01-05,17.059999,17.260000,15.890000,16.219999,16.219999,6066200
2023-01-06,16.000000,16.570000,15.410000,16.459999,16.459999,4823400
2023-01-09,16.650000,17.129999,16.360001,16.379999,16.379999,3522600
2023-01-10,16.299999,18.090000,16.250000,17.770000,17.770000,4402800
2023-01-11,18.190001,20.049999,17.860001,19.040001,19.040001,8405800
2023-01-12,19.040001,20.629999,18.340000,20.629999,20.629999,5877300
2023-01-13,19.879999,21.110001,19.799999,20.490000,20.490000,5494400
2023-01-17,20.490000,21.940001,20.370001,21.799999,21.799999,5407900
2023-01-18,22.010000,22.150000,20.500000,20.790001,20.790001,5632200
2023-01-19,20.440001,20.450001,18.820000,19.040001,19.040001,4519200
2023-01-20,19.049999,20.070000,18.900000,19.610001,19.610001,3564300
2023-01-23,19.500000,22.490000,19.370001,21.660000,21.660000,7181500
2023-01-24,21.299999,22.090000,21.000000,21.400000,21.400000,2381600
2023-01-25,20.590000,20.840000,19.530001,20.230000,20.230000,3515800
2023-01-26,20.610001,21.170000,19.379999,20.010000,20.010000,3520000
2023-01-27,19.799999,23.309999,19.410000,22.820000,22.820000,11897200
2023-01-30,22.500000,23.480000,21.129999,21.250000,21.250000,4950600
2023-01-31,21.410000,22.049999,21.299999,21.870001,21.870001,3128400
2023-02-01,21.490000,22.120001,20.549999,21.830000,21.830000,4517200
2023-02-02,22.440001,24.400000,22.219999,22.700001,22.700001,7655700
2023-02-03,22.010000,23.930000,21.799999,22.250000,22.250000,4935900
2023-02-06,21.879999,24.879999,21.770000,23.860001,23.860001,8708400
2023-02-07,23.000000,23.049999,20.500000,21.219999,21.219999,9093700
2023-02-08,21.430000,21.549999,20.610001,21.100000,21.100000,2846400
2023-02-09,21.250000,21.650000,19.670000,19.670000,19.670000,4497400
2023-02-10,19.559999,20.040001,19.049999,19.270000,19.270000,2902700
2023-02-13,19.299999,19.940001,19.010000,19.690001,19.690001,2299300
2023-02-14,19.309999,20.010000,19.100000,19.870001,19.870001,2746300
2023-02-15,19.799999,21.799999,19.590000,21.799999,21.799999,7137800
2023-02-16,21.250000,22.420000,20.850000,21.600000,21.600000,3879000
2023-02-17,21.270000,22.070000,21.150000,21.990000,21.990000,2851000
2023-02-21,21.330000,21.830000,20.629999,20.660000,20.660000,3100300
2023-02-22,20.530001,21.190001,20.330000,20.520000,20.520000,2164900
2023-02-23,20.660000,20.870001,19.530001,20.139999,20.139999,2862000
2023-02-24,19.709999,20.080000,19.540001,19.540001,19.540001,2277600
2023-02-27,19.610001,19.700001,18.889999,19.100000,19.100000,4006700
2023-02-28,19.059999,19.520000,18.950001,19.230000,19.230000,3373800
2023-03-01,18.920000,19.090000,18.139999,18.150000,18.150000,4210100
2023-03-02,18.150000,18.400000,17.620001,18.190001,18.190001,2622100
2023-03-03,18.190001,19.100000,18.100000,18.700001,18.700001,2505500
2023-03-06,18.520000,19.500000,18.520000,18.650000,18.650000,2815300
2023-03-07,18.540001,18.840000,18.059999,18.059999,18.059999,2375300
2023-03-08,18.049999,18.379999,17.629999,18.170000,18.170000,3277800
2023-03-09,18.070000,18.379999,17.480000,17.520000,17.520000,2652600
2023-03-10,17.530001,17.770000,16.850000,17.250000,17.250000,2845500
2023-03-13,16.770000,17.350000,16.520000,16.750000,16.750000,2959100
2023-03-14,17.370001,17.410000,16.400000,16.910000,16.910000,3077400
2023-03-15,16.500000,16.690001,15.700000,15.950000,15.950000,4541500
2023-03-16,16.000000,16.770000,15.530000,16.760000,16.760000,4083000
2023-03-17,16.620001,16.719999,15.920000,16.600000,16.600000,5105500
2023-03-20,16.650000,17.270000,16.250000,16.870001,16.870001,4463700
2023-03-21,17.150000,18.350000,17.139999,17.650000,17.650000,15882900
2023-03-22,26.600000,27.000000,23.049999,23.870001,23.870001,66764700
2023-03-23,22.570000,24.590000,22.129999,22.580000,22.580000,11168900
2023-03-24,22.320000,23.990000,22.100000,23.980000,23.980000,8756400
2023-03-27,23.990000,24.010000,22.690001,23.000000,23.000000,4580800
2023-03-28,22.969999,23.540001,22.219999,23.150000,23.150000,5711700
2023-03-29,23.080000,23.700001,22.219999,22.459999,22.459999,4161400
2023-03-30,22.600000,22.830000,22.110001,22.500000,22.500000,3477600
2023-03-31,22.350000,23.070000,22.150000,23.020000,23.020000,3872400
2023-04-03,22.940001,23.850000,22.660000,23.170000,23.170000,4274500
2023-04-04,22.750000,23.139999,22.090000,22.350000,22.350000,3421500
2023-04-05,22.469999,22.469999,21.230000,22.070000,22.070000,3638100
2023-04-06,22.000000,22.670000,21.770000,22.400000,22.400000,2506900
2023-04-10,21.850000,22.430000,21.820000,22.370001,22.370001,2176100
2023-04-11,22.570000,23.170000,22.420000,22.690001,22.690001,2540000
2023-04-12,22.900000,23.280001,22.260000,22.260000,22.260000,2141100
2023-04-13,22.500000,22.850000,22.330000,22.549999,22.549999,1803900
2023-04-14,22.740000,23.250000,22.320000,22.459999,22.459999,2311600
2023-04-17,22.270000,22.680000,22.139999,22.280001,22.280001,2066600
2023-04-18,22.139999,22.320000,21.500000,21.610001,21.610001,2748700
2023-04-19,21.280001,21.870001,20.959999,21.309999,21.309999,2539500
2023-04-20,20.879999,21.570000,20.059999,20.219999,20.219999,2977400
2023-04-21,20.200001,20.620001,20.100000,20.490000,20.490000,2082400
2023-04-24,20.150000,20.410000,19.809999,19.930000,19.930000,2742400
2023-04-25,19.740000,20.040001,18.910000,19.000000,19.000000,2560800
2023-04-26,18.980000,19.230000,18.650000,18.650000,18.650000,2287600
2023-04-27,18.750000,19.340000,18.719999,18.940001,18.940001,2238900
2023-04-28,18.920000,19.719999,18.879999,19.290001,19.290001,2835200
